protein,metabolite,metabolite_label,n_pair,r,p,q,r_s,p_s,q_s,sign,abs_r
SMAD1,fid_23409,Triglycerides in LDL,10125,0.28765413641413035,3.834808276431981e-192,4.856580830712823e-190,0.2808741329425739,6.489960872274689e-183,6.172179213099529e-181,+,0.28765413641413035
PON3,fid_23586,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,10262,0.2857883178982436,4.087876794717537e-192,5.172578414236579e-190,0.36382429499206304,9.9155e-303,4.3605863e-300,+,0.2857883178982436
LDLR,fid_23411,Total Phospholipids in Lipoprotein Particles,10338,0.2847778757476267,4.110647214488161e-192,5.200486755048279e-190,0.2824723469896826,6.4493372239560725e-189,6.609408284568115e-187,+,0.2847778757476267
FGFBP2,fid_23436,Total Cholines,9912,0.29055732644743626,4.3348369923307095e-192,5.48220921566826e-190,0.291618392362692,1.5241456777531796e-193,1.6505198277072808e-191,+,0.29055732644743626
FAM20A,fid_23488,Concentration of Very Large VLDL Particles,9919,0.29045458149831066,4.398509436344659e-192,5.561768463388507e-190,0.2943463407895349,1.897858759188634e-197,2.1492342416741656e-195,+,0.29045458149831066
FCAMR,fid_23638,Triglycerides to Total Lipids in Large HDL percentage,9919,0.29036945078817533,5.750683136524556e-192,7.269021283791693e-190,0.31486496131166014,3.74621538095899e-227,6.012341129167009e-225,+,0.29036945078817533
PRSS8,fid_23600,Cholesterol to Total Lipids in Small VLDL percentage,10221,-0.286227183814805,5.802109710369906e-192,7.332752394807079e-190,-0.27112557220614236,1.092636076633857e-171,9.010310874101406e-170,-,0.286227183814805
MEGF9,fid_23522,Triglycerides in Very Small VLDL,10390,0.28397974190415787,5.930671833870017e-192,7.493928973663391e-190,0.26794752482163636,2.5432031548200582e-170,2.0621790581141023e-168,+,0.28397974190415787
GDF15,fid_23610,Cholesterol to Total Lipids in IDL percentage,10431,-0.28341958857742805,6.416338753131271e-192,8.106204800686121e-190,-0.23371045931745407,2.0972622902093692e-129,9.507593403277575e-128,-,0.28341958857742805
MXRA8,fid_23615,Cholesterol to Total Lipids in Large LDL percentage,9676,0.2937454442138034,7.570315946756577e-192,9.557468073859497e-190,0.2923619017429783,5.554571292103642e-190,5.758927293187916e-188,+,0.2937454442138034
CLUL1,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,10276,0.28536632618076796,8.675184901918757e-192,1.0946660543704616e-189,0.3018459638475145,1.9324625884115543e-215,2.6954742206512385e-213,+,0.28536632618076796
PLTP,fid_23443,Degree of Unsaturation,10403,0.2836343360166736,1.0413541779548064e-191,1.3128801096107963e-189,0.2836490413326523,9.933140516048052e-192,1.0514263906884388e-189,+,0.2836343360166736
PAMR1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,10341,0.28443448810838445,1.0883715246425728e-191,1.3719192616315028e-189,0.2882544042282056,4.796259734355846e-197,5.4071365143695974e-195,+,0.28443448810838445
IGFBP2,fid_23629,Phospholipids to Total Lipids in Very Large HDL percentage,10416,0.28343599654603807,1.1414371471788424e-191,1.4383115902349986e-189,0.32538279571335965,2.0588334944310236e-255,4.606438997083457e-253,+,0.28343599654603807
CRIP2,fid_23483,Phospholipids in Chylomicrons and Extremely Large VLDL,10264,0.2854346514677037,1.161857181393598e-191,1.4637892102512692e-189,0.32137267005396375,2.9531813730323646e-245,5.859883149373029e-243,+,0.2854346514677037
PROC,fid_23429,Concentration of LDL Particles,10312,0.28479495272879,1.1701332897261375e-191,1.4739608893414771e-189,0.2793323675732549,3.7330092996554784e-184,3.608213757689704e-182,+,0.28479495272879
PLA2G10,fid_23510,Total Lipids in Small VLDL,10264,-0.28542503141243325,1.1980923285725951e-191,1.5086573446851319e-189,-0.2817086445937077,1.5544393669727371e-186,1.5485394759727165e-184,-,0.28542503141243325
TOMM20,fid_23480,Glycoprotein Acetyls,9919,0.29009778580858214,1.3518988348585345e-191,1.7017441599422047e-189,0.28942245743920436,1.1271685221952943e-190,1.177866021541758e-188,+,0.29009778580858214
APOM,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,10312,0.2847173653073569,1.4997124073393934e-191,1.8855263124833457e-189,0.2745225797315946,1.0938277999287647e-177,9.74678508984761e-176,+,0.2847173653073569
SERPIND1,fid_23495,Concentration of Large VLDL Particles,9892,0.2904357683198699,1.5356659171948516e-191,1.9303957124597187e-189,0.29946162114238595,4.454005540271611e-204,5.436433825858236e-202,+,0.2904357683198699
GPD1,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,9877,0.2906440911628619,1.5482693656367384e-191,1.9459026896620448e-189,0.29645046567222694,1.5210029758080034e-199,1.7596996230701187e-197,+,0.2906440911628619
SMAD1,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,10125,0.2872118563390553,1.5618331630272925e-191,1.9626110938305685e-189,0.28247804273639643,4.4916141624798024e-185,4.386900242935032e-183,+,0.2872118563390553
MENT,fid_23559,Total Lipids in Large HDL,9676,0.29351230754854807,1.5638739634792073e-191,1.9648363459644067e-189,0.3119794162942878,2.0216716571652146e-217,2.891394526002889e-215,+,0.29351230754854807
HSD11B1,fid_23563,Free Cholesterol in Large HDL,10298,0.28487360618225616,1.6464123785316834e-191,2.0681798105446664e-189,0.2948366597500694,1.2700905780475498e-205,1.5801815643566053e-203,+,0.28487360618225616
ERBB2,fid_23487,Triglycerides in Chylomicrons and Extremely Large VLDL,10379,0.28380286240780145,1.6618129857784534e-191,2.0871654184644947e-189,0.2705605623983564,1.4479542524092044e-173,1.223752907885621e-171,+,0.28380286240780145
PLA2G10,fid_23429,Concentration of LDL Particles,10264,-0.28531741148457634,1.6891252859217748e-191,2.1211024663157137e-189,-0.27942986196979036,1.9409169780101766e-183,1.8589969487487994e-181,-,0.28531741148457634
CCL27,fid_23420,Free Cholesterol in VLDL,10283,0.2850535585572867,1.7500764339545894e-191,2.1972621712883676e-189,0.27820172363349455,4.091557120890612e-182,3.860443018701648e-180,+,0.2850535585572867
FGFR2,fid_23494,Triglycerides in Very Large VLDL,10379,0.2837851831755466,1.7587369642396396e-191,2.207754826615461e-189,0.2757560627574648,1.7414294768337428e-180,1.6102901687656876e-178,+,0.2837851831755466
ERMAP,fid_23471,Lactate,9596,0.2946132148730028,1.9178026976098628e-191,2.4061861472044364e-189,0.28266108028089926,9.59245808645616e-176,8.346264186122088e-174,+,0.2946132148730028
ADGRD1,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,9667,-0.2935604012631464,2.0209262116249648e-191,2.535133853547679e-189,-0.2749061682463898,3.5328736110889606e-167,2.741280172428619e-165,-,0.2935604012631464
APOF,fid_23406,HDL Cholesterol,9904,0.2901709291707711,2.079006520376662e-191,2.6070935194799875e-189,0.38846109905862786,0,0,+,0.2901709291707711
ADAMTSL2,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,9912,0.2900535941056963,2.1136293122060912e-191,2.6500542315504267e-189,0.2674981111689508,5.097184496748189e-162,3.681520790626917e-160,+,0.2900535941056963
PRCP,fid_23489,Total Lipids in Very Large VLDL,10394,0.2835253372606325,2.155567290975922e-191,2.7017049676065647e-189,0.3013062556147597,4.4118990684425435e-217,6.283951591560336e-215,+,0.2835253372606325
AGRP,fid_23423,Total Lipids in Lipoprotein Particles,10432,0.2830274979321516,2.1705567491147344e-191,2.7200237724482257e-189,0.2668439474544347,1.466953689143071e-169,1.1783340720758575e-167,+,0.2830274979321516
ADH1B,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,9676,0.29339603026704614,2.245129270935887e-191,2.8125055109766852e-189,0.29861635264899034,1.6901392601588506e-198,1.9332531625076782e-196,+,0.29339603026704614
DSG2,fid_23494,Triglycerides in Very Large VLDL,10349,-0.2840786016818969,2.4274424270703703e-191,3.0393224485934052e-189,-0.2890482713616298,2.5440885834153046e-198,2.9022826981213337e-196,-,0.2840786016818969
CA14,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,10438,0.28290930581954404,2.4695488195337804e-191,3.0915106788352467e-189,0.2762182110957226,3.9806884230760915e-182,3.7568108310453867e-180,+,0.28290930581954404
PAMR1,fid_23408,Triglycerides in VLDL,10349,0.28404798364442985,2.6773765870624048e-191,3.3499518123291542e-189,0.2849582432344871,1.4457923932561336e-192,1.5454350715324307e-190,+,0.28404798364442985
ADM,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,10430,-0.28296169343801963,2.915106186991208e-191,3.644894332175314e-189,-0.28945274882375555,1.951794180337057e-200,2.2864453611655867e-198,-,0.28296169343801963
BCHE,fid_23578,Triglycerides in Small HDL,9725,0.292588586892391,3.0644830218166787e-191,3.831009076468169e-189,0.310425034317319,3.0121035910575505e-216,4.240406809223682e-214,+,0.292588586892391
CES1,fid_23615,Cholesterol to Total Lipids in Large LDL percentage,10365,-0.28377674597699787,3.254440244715862e-191,4.0670835851490575e-189,-0.27004645864840965,1.1686843403475484e-172,9.752350577644287e-171,-,0.28377674597699787
ERBB2,fid_23543,Triglycerides in Medium LDL,10379,0.2835900887418367,3.286661755627997e-191,4.106645777877182e-189,0.2826110537047034,7.519343815041328e-190,7.787110772438937e-188,+,0.2835900887418367
GPD1,fid_23550,Triglycerides in Small LDL,9877,0.29039902716693,3.339610810664523e-191,4.1720887701571026e-189,0.29158534664475194,8.025699745185772e-193,8.615517652565375e-191,+,0.29039902716693
MME,fid_23448,Saturated Fatty Acids,10309,0.2844799779758985,3.6355962593049744e-191,4.5395181311050975e-189,0.27669582087283945,1.531443612101731e-180,1.4168374346830642e-178,+,0.2844799779758985
PLA2G10,fid_23403,VLDL Cholesterol,10264,-0.28507032640498786,3.714458611294219e-191,4.6363973035198714e-189,-0.2801613364200551,1.982775567757808e-184,1.9228748742897556e-182,-,0.28507032640498786
CRELD1,fid_23578,Triglycerides in Small HDL,9676,0.2932107910937835,3.9926919421063407e-191,4.98283435896336e-189,0.2846966084967243,7.80071981048995e-180,7.164131858056113e-178,+,0.2932107910937835
IGSF9,fid_23629,Phospholipids to Total Lipids in Very Large HDL percentage,9915,-0.2897838057780135,4.32267620200326e-191,5.392801597660999e-189,-0.3291935202150245,3.0218342430049577e-249,6.283921575953057e-247,-,0.2897838057780135
IGFBP1,fid_23477,Acetone,10408,0.28312543929266015,4.323621309249136e-191,5.3930562581780135e-189,0.2525911858059881,3.278747902894467e-151,2.039276405674219e-149,+,0.28312543929266015
MME,fid_23571,Triglycerides in Medium HDL,10318,0.28429723810427404,4.457125428244546e-191,5.55862959058078e-189,0.28557423580820396,7.46272430986036e-193,8.013532378685063e-191,+,0.28429723810427404
AGRP,fid_23517,Total Lipids in Very Small VLDL,10432,0.28277079664748805,4.9491399771267037e-191,6.169066110861786e-189,0.2720882312593031,1.8012429723797718e-176,1.5802715391251835e-174,+,0.28277079664748805
LCAT,fid_23425,Total Lipids in LDL,9904,0.28984796911613203,5.729351202765728e-191,7.137926220224874e-189,0.29309126880272407,2.044517812975187e-195,2.263546191457699e-193,+,0.28984796911613203
VMO1,fid_23408,Triglycerides in VLDL,10318,0.2842098403027764,5.892146594751008e-191,7.339488926267057e-189,0.325002763712247,2.0739206819753745e-252,4.48042584802639e-250,+,0.2842098403027764
S100A11,fid_23471,Lactate,10150,0.2864113534312979,6.753180636040311e-191,8.410587273763364e-189,0.23830016956997443,4.908943827450209e-131,2.2755632501761693e-129,+,0.2864113534312979
OXT,fid_23605,Cholesterol to Total Lipids in Very Small VLDL percentage,10430,-0.282681403379827,7.166482318786244e-191,8.922270486888875e-189,-0.2687885697480934,4.5136527936701253e-172,3.7446236998273626e-170,-,0.282681403379827
RAB6A,fid_23414,Phospholipids in HDL,10298,0.28440300904832605,7.396339061704683e-191,9.206867231509034e-189,0.30151072606916623,2.1244467123951222e-215,2.9598577284502383e-213,+,0.28440300904832605
GPD1,fid_23447,Monounsaturated Fatty Acids,9868,0.2902613020561689,7.644987689015897e-191,9.513127807716487e-189,0.28914348364952436,2.5102798861316476e-189,2.5856913086378976e-187,+,0.2902613020561689
F7,fid_23403,VLDL Cholesterol,10318,0.284115807674201,7.955101837099783e-191,9.897329751779187e-189,0.284479600281819,2.488753995274571e-191,2.6217721148048997e-189,+,0.284115807674201
CA14,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,10438,0.2825390878612031,8.10573968638825e-191,1.0083022045333962e-188,0.2738047103872349,7.213881327507275e-179,6.529607766391789e-177,+,0.2825390878612031
CDH2,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,10274,-0.28462389985294195,1.0085377791723391e-190,1.2528435333703127e-188,-0.27551523356273155,2.329218236674454e-178,2.0924067162972822e-176,-,0.28462389985294195
MVK,fid_23608,Triglycerides to Total Lipids in Very Small VLDL percentage,10167,0.28604638649422104,1.0376611259107767e-190,1.2888016796728034e-188,0.2590995277853999,1.2420100622572805e-155,8.21490782972128e-154,+,0.28604638649422104
C9,fid_23578,Triglycerides in Small HDL,9904,-0.28961284443476887,1.1974468497841964e-190,1.4870058835316195e-188,-0.22939734400111927,2.0273928193608433e-118,7.748733043832089e-117,-,0.28961284443476887
FAM20A,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,9919,0.28938729357632337,1.2585705538393815e-190,1.562643518405417e-188,0.29032917104888634,6.5281003532091444e-192,6.926133667310718e-190,+,0.28938729357632337
EFCAB14,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,9878,0.2899256255728174,1.407921202126699e-190,1.7477794043668242e-188,0.30467383222788097,3.1346616207297833e-211,4.1474120404124634e-209,+,0.2899256255728174
IL16,fid_23497,Phospholipids in Large VLDL,10432,0.2824355219188173,1.4503825974854434e-190,1.799876581040133e-188,0.3069477170527476,1.9346133035017574e-226,3.0777350750771e-224,+,0.2824355219188173
NOTCH3,fid_23433,Average Diameter for HDL Particles,10431,0.28244460571542684,1.4686335678750632e-190,1.8222147354343733e-188,0.27655717426262255,1.8230074872463283e-182,1.7256263108597128e-180,+,0.28244460571542684
DPY30,fid_23578,Triglycerides in Small HDL,10389,0.2829906958435718,1.473058741788167e-190,1.8273937700007775e-188,0.28985217661580126,3.1624434062457383e-200,3.69396837913275e-198,+,0.2829906958435718
ERBB3,fid_23480,Glycoprotein Acetyls,10279,0.2844317287831,1.5055448621474703e-190,1.8673759379383214e-188,0.30013321130829357,5.7067890036983066e-213,7.723233767561783e-211,+,0.2844317287831
CCL27,fid_23428,Concentration of VLDL Particles,10283,0.28435391289262835,1.6291402294346216e-190,2.0199867900659494e-188,0.2787547359208311,7.338461658453532e-183,6.975487179688206e-181,+,0.28435391289262835
PCBD1,fid_23488,Concentration of Very Large VLDL Particles,9674,0.2927793627967619,1.666560044705787e-190,2.065680173123431e-188,0.29540594378655133,4.634783037801641e-194,5.0536632719910935e-192,+,0.2927793627967619
KHK,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,9657,-0.2930248391511237,1.6706490488482284e-190,2.070395854377762e-188,-0.2828263592951142,4.616726080786955e-177,4.077885792719572e-175,-,0.2930248391511237
LEPR,fid_23562,Cholesteryl Esters in Large HDL,10283,0.2843444952002939,1.67873234372793e-190,2.0800591173620497e-188,0.2927138968016576,2.8244703041817463e-202,3.3717004232929114e-200,+,0.2843444952002939
SERPIND1,fid_23550,Triglycerides in Small LDL,9892,0.28966362312365157,1.7288629144500202e-190,2.141809546273047e-188,0.30166699887837617,3.2789285360830783e-207,4.162729320829825e-205,+,0.28966362312365157
FAM20A,fid_23489,Total Lipids in Very Large VLDL,9919,0.2892786013726335,1.7695348368706856e-190,2.191823062823486e-188,0.29191062036369053,4.4255043818029287e-194,4.8261935536327245e-192,+,0.2892786013726335
GPD1,fid_23543,Triglycerides in Medium LDL,9877,0.2898553858171184,1.8327690220997442e-190,2.2697614072618522e-188,0.29135654958665236,1.6495931416163331e-192,1.7614706975985784e-190,+,0.2898553858171184
CRIP2,fid_23578,Triglycerides in Small HDL,10264,0.28454772027710856,1.9615621868069336e-190,2.4288498158168254e-188,0.3124992562702715,2.6063282981814395e-231,4.363828171797799e-229,+,0.28454772027710856
FGFR2,fid_23550,Triglycerides in Small LDL,10379,0.28295396132932343,2.515749247301807e-190,3.111880060190232e-188,0.2725257759025739,3.6410576833152785e-176,3.182490801578371e-174,+,0.28295396132932343
NOS3,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,10131,-0.2862371452534534,2.6444142619065943e-190,3.270477653357163e-188,-0.3418725106188919,9.767162041522064e-276,2.7331042857342864e-273,-,0.2862371452534534
ADH1B,fid_23495,Concentration of Large VLDL Particles,9676,0.29259858388051724,2.668418547620086e-190,3.299604257999803e-188,0.2999177583859177,2.6839638526462645e-200,3.139099082403941e-198,+,0.29259858388051724
FGFR2,fid_23447,Monounsaturated Fatty Acids,10370,0.28302787983926175,2.893615672544254e-190,3.577461549347489e-188,0.2736950788015023,1.4339294317415248e-177,1.2753911236907478e-175,+,0.28302787983926175
APCS,fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,9838,0.29025641033318783,2.910883507618992e-190,3.598199067085272e-188,0.29118447358063426,1.598444688486212e-191,1.6887664425705533e-189,+,0.29025641033318783
ADH1B,fid_23493,Free Cholesterol in Very Large VLDL,9676,0.2925602083083564,3.0053801622977487e-190,3.7143773601370074e-188,0.2988904464427527,7.075783005462776e-199,8.128071208202268e-197,+,0.2925602083083564
RIDA,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,9676,0.29253665038906246,3.232953469815065e-190,3.992925208001169e-188,0.2913067954974632,1.446509416144664e-188,1.4749350081595995e-186,+,0.29253665038906246
FAM20A,fid_23483,Phospholipids in Chylomicrons and Extremely Large VLDL,9919,0.2890700727066474,3.4008046761862345e-190,4.199520639726159e-188,0.29187965820151596,4.881559344035567e-194,5.320351441586366e-192,+,0.2890700727066474
CES1,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,10365,-0.28301071320492704,3.7670015285964374e-190,4.6501448805185863e-188,-0.26679285074965703,2.035413100970436e-168,1.609024232692527e-166,-,0.28301071320492704
NHLRC3,fid_23628,Triglycerides to Total Lipids in Small LDL percentage,9502,0.29503280878180327,3.79038237305689e-190,4.678213721273321e-188,0.2897733075327265,3.3480594906159763e-183,3.195394826746071e-181,+,0.29503280878180327
LEPR,fid_23559,Total Lipids in Large HDL,10283,0.2840738994239393,3.971467432337052e-190,4.899222418433186e-188,0.29269684687840897,2.9876741318560863e-202,3.5653548128650923e-200,+,0.2840738994239393
RBP5,fid_23443,Degree of Unsaturation,10309,-0.28369592163066176,4.429484581595519e-190,5.462383047388889e-188,-0.2901927185282226,3.4909345910290843e-199,4.0240678659881616e-197,-,0.28369592163066176
CD300LG,fid_23440,Apolipoprotein A1,10349,0.2831678322320528,4.455145368674603e-190,5.493096879970066e-188,0.2782829051562017,2.217471815100849e-183,2.1224827180029005e-181,+,0.2831678322320528
RARRES2,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,10345,-0.2832157621681621,4.520475497928682e-190,5.572703455675709e-188,-0.28810798601616283,6.492233106519144e-197,7.311190693514636e-195,-,0.2832157621681621
BAIAP2,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,10125,-0.28614744563011174,4.538348745069183e-190,5.593789588615526e-188,-0.2817119950784916,4.850250253350183e-184,4.68437246701845e-182,-,0.28614744563011174
SNAP29,fid_23480,Glycoprotein Acetyls,10379,0.2827658727880431,4.587486396426421e-190,5.653397327212754e-188,0.2790211559586845,6.514123275965409e-185,6.352880613126189e-183,+,0.2827658727880431
PRCP,fid_23638,Triglycerides to Total Lipids in Large HDL percentage,10394,0.28256058144648694,4.729047223089931e-190,5.825877205890107e-188,0.30891625181502624,1.198898420748066e-228,1.9542903491104197e-226,+,0.28256058144648694
SCLY,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,10409,-0.2823480081845882,4.996443028881743e-190,6.153208359360259e-188,-0.30864951336296825,1.4576732323619748e-228,2.37292313954444e-226,-,0.2823480081845882
CDH2,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,10283,-0.2839955934489448,5.094407959136916e-190,6.272792525249103e-188,-0.28983359840273776,3.535248172735781e-198,4.026680863564577e-196,-,0.2839955934489448
ADH1B,fid_23543,Triglycerides in Medium LDL,9676,0.29228351716310186,7.079948653735864e-190,8.707296027040575e-188,0.298392554384183,3.43854103060888e-198,3.918370131023906e-196,+,0.29228351716310186
PAMR1,fid_23508,Triglycerides in Medium VLDL,10349,0.2830050193437969,7.486300233846053e-190,9.205493225712908e-188,0.28391151091438216,4.143311390403171e-191,4.351535208287111e-189,+,0.2830050193437969
ERP44,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,10291,-0.2837108287834215,8.997474476842858e-190,1.1058096683649284e-187,-0.2748997191359506,7.858780572533676e-178,7.015617181117956e-176,-,0.2837108287834215
SELE,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,10422,-0.2819891175630324,9.169278624718611e-190,1.1267345185873836e-187,-0.2747220482384513,7.882283300821972e-180,7.238125924788483e-178,-,0.2819891175630324
MFGE8,fid_23620,Cholesterol to Total Lipids in Medium LDL percentage,10349,-0.2829320324378976,9.446354262826632e-190,1.1605860371455635e-187,-0.22504374920454387,5.878788285085554e-119,2.2670026709595016e-117,-,0.2829320324378976
KHK,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,9657,-0.29244117321998236,1.0170067459393508e-189,1.2488695273777628e-187,-0.2908164873469695,1.5175019922351085e-187,1.530385094225443e-185,-,0.29244117321998236
NPY,fid_23416,Cholesteryl Esters in VLDL,10438,0.2817467490568223,1.0252957203477426e-189,1.2588358776206756e-187,0.2700567982189111,7.115422068166354e-174,6.038708369411513e-172,+,0.2817467490568223
CRHBP,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,10321,0.28325936057331963,1.0744736924050371e-189,1.3189930243246432e-187,0.27360560805368356,1.2728622413354246e-176,1.11859877629128e-174,+,0.28325936057331963
APOM,fid_23620,Cholesterol to Total Lipids in Medium LDL percentage,10312,0.28336953780693325,1.1033361254172695e-189,1.354195315605523e-187,0.2914063700874627,5.721569156742761e-201,6.735100298632725e-199,+,0.28336953780693325
KYNU,fid_23494,Triglycerides in Very Large VLDL,10432,0.28180010069078176,1.1083687581806754e-189,1.3601428227286568e-187,0.28234616758895503,1.9311724683133296e-190,2.012830393949714e-188,+,0.28180010069078176
AGRN,fid_23562,Cholesteryl Esters in Large HDL,10351,-0.2828555673980034,1.1086231239910251e-189,1.3602256278911257e-187,-0.3160715252441957,7.393423155866296e-239,1.3585289056462255e-236,-,0.2828555673980034
PLA2G10,fid_23507,Free Cholesterol in Medium VLDL,10264,-0.284000710746454,1.1152925523394942e-189,1.3681780422915845e-187,-0.2794963758923895,1.5777683265255079e-183,1.5133663518583034e-181,-,0.284000710746454
ERBB2,fid_23408,Triglycerides in VLDL,10379,0.28247271700903825,1.1690182792496403e-189,1.4338440632481088e-187,0.2724604395866528,4.446337342918576e-176,3.883552585244688e-174,+,0.28247271700903825
TMPRSS15,fid_23600,Cholesterol to Total Lipids in Small VLDL percentage,10318,-0.28320092603290464,1.4670648729574615e-189,1.7988029401785887e-187,-0.2724636236954017,4.6429978743908285e-175,4.001064662472476e-173,-,0.28320092603290464
CDHR5,fid_23553,Phospholipids in Very Large HDL,10283,-0.28364157104020266,1.5688161333553643e-189,1.922914684896657e-187,-0.28581246917035646,1.5449700583189342e-192,1.6509630342623623e-190,-,0.28364157104020266
PROC,fid_23439,Apolipoprotein B,10312,0.28325548317627075,1.5855990117426012e-189,1.9431583969011316e-187,0.2774537687013691,1.298509853074472e-181,1.2179001686000434e-179,+,0.28325548317627075
CRIP2,fid_23500,Free Cholesterol in Large VLDL,10264,0.28386548019390484,1.7128641373372182e-189,2.09841569851159e-187,0.31857784663194066,8.207798110091496e-241,1.5452294555285984e-238,+,0.28386548019390484
NUCB2,fid_23471,Lactate,10393,0.28216553282034157,1.7396637329248786e-189,2.1308889864414598e-187,0.26914040829577746,6.264422312159621e-172,5.185278856126692e-170,+,0.28216553282034157
CD99L2,fid_23442,Total Fatty Acids,10341,0.28282792532604817,1.8376891030559205e-189,2.2505800888606453e-187,0.28116669997471005,3.5646814660262475e-187,3.577594342765425e-185,+,0.28282792532604817
PAMR1,fid_23559,Total Lipids in Large HDL,10349,-0.28271549751742353,1.8824301737051308e-189,2.304985710022349e-187,-0.3002082803847315,1.6167425801188503e-214,2.2366639457520667e-212,-,0.28271549751742353
CD99L2,fid_23575,Cholesterol in Small HDL,10349,0.28269231954559687,2.0265470500464316e-189,2.480618331305322e-187,0.2784764306514965,1.210964893946213e-183,1.1633750605414341e-181,+,0.28269231954559687
SCLY,fid_23543,Triglycerides in Medium LDL,10409,0.28190679128291557,2.0445718969664475e-189,2.5022610224540075e-187,0.28690443904476093,2.0580722943927595e-196,2.3048477978319727e-194,+,0.28190679128291557
KRT18,fid_23561,Cholesterol in Large HDL,10318,-0.2830866493699577,2.1097109619381256e-189,2.581547747637089e-187,-0.3118351528189148,1.7375535600962365e-231,2.9179473811355866e-229,-,0.2830866493699577
SERPIND1,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,9892,-0.28883427738644585,2.3090661299216433e-189,2.8235898423092736e-187,-0.31533049250623235,3.063153767401915e-227,4.921514386461001e-225,-,0.28883427738644585
HJV,fid_23480,Glycoprotein Acetyls,9908,0.28860803159950943,2.3299582931655876e-189,2.8486587512847807e-187,0.345741457252552,3.3010767601181022e-276,9.269339487216348e-274,+,0.28860803159950943
TNFRSF10A,fid_23608,Triglycerides to Total Lipids in Very Small VLDL percentage,10264,0.2837672999950575,2.3385149414539807e-189,2.8586400979066624e-187,0.272002670036718,1.5038080571150435e-173,1.2704725557584106e-171,+,0.2837672999950575
CD300LG,fid_23551,Concentration of Very Large HDL Particles,10349,0.2826363925851631,2.4213034375105804e-189,2.959345116730501e-187,0.262958203653015,3.0228521008610163e-163,2.2203182722912214e-161,+,0.2826363925851631
PAMR1,fid_23509,Concentration of Small VLDL Particles,10349,0.28262932594436024,2.4763625473348368e-189,3.0256228365604706e-187,0.2805579891740742,1.7529567453221743e-186,1.7458254639813928e-184,+,0.28262932594436024
SERPIND1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,9892,-0.28879237904434074,2.6315048941286457e-189,3.2135575714412245e-187,-0.307800562602648,4.5388965554521205e-216,6.3762429323780165e-214,-,0.28879237904434074
SUMF2,fid_23447,Monounsaturated Fatty Acids,10421,0.28166419793386477,2.6974201442745336e-189,3.2934997673995996e-187,0.2792042243717626,6.649055030289535e-186,6.571648255744896e-184,+,0.28166419793386477
LEPR,fid_23561,Cholesterol in Large HDL,10283,0.2834589145552067,2.8010517717387616e-189,3.4194584164195033e-187,0.29192948992756856,3.7288767351228396e-201,4.3972410361216e-199,+,0.2834589145552067
RIDA,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,9676,-0.29182639236409397,2.9101693314806203e-189,3.5508798223362027e-187,-0.3098699125465095,2.2868002623116462e-214,3.158844134593848e-212,-,0.29182639236409397
ADAMTSL2,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,9921,-0.288341057056923,3.0467549124855033e-189,3.7169133216385956e-187,-0.24306141658014407,2.2621807040758923e-133,1.0892274380163035e-131,-,0.288341057056923
ERBB2,fid_23578,Triglycerides in Small HDL,10379,0.282154731714927,3.2204603224212527e-189,3.9268520272857986e-187,0.2846197328196834,1.2053371369156555e-192,1.2906825251580268e-190,+,0.282154731714927
SKAP1,fid_23559,Total Lipids in Large HDL,10256,-0.2837652297634919,3.2945468147551984e-189,4.0165161215122816e-187,-0.279481982692277,2.2854189136613435e-183,2.1869439806381734e-181,-,0.2837652297634919
