protein,metabolite,n_pair,r,p,q,r_s,p_s,q_s,sign,abs_r,metabolite_label,module_protein
GHR,fid_23431,9676,0.40544345807351906,0,0,0.4036666670314158,0,0,+,0.40544345807351906,Average Diameter for VLDL Particles,3
TAFA5,fid_23478,9843,0.40542097417713424,0,0,0.3622448772052084,5.604473828877904e-292,2.097217158586487e-291,+,0.40542097417713424,Creatinine,3
PON3,fid_23406,10351,0.40532996771685104,0,0,0.451893664329216,0,0,+,0.40532996771685104,HDL Cholesterol,3
IGSF9,fid_23571,9919,0.4052519951237592,0,0,0.39155098992697407,0,0,+,0.4052519951237592,Triglycerides in Medium HDL,3
PRAP1,fid_23407,9921,0.40509442505799986,0,0,0.4125176979831664,0,0,+,0.40509442505799986,Total Triglycerides,3
IL1RN,fid_23454,10231,0.4049883834346779,0,0,0.436737579994105,0,0,+,0.4049883834346779,Monounsaturated Fatty Acids to Total Fatty Acids percentage,3
FGFBP1,fid_23416,10379,0.40490800334969473,0,0,0.41731702600419673,0,0,+,0.40490800334969473,Cholesteryl Esters in VLDL,3
PRAP1,fid_23481,9921,0.404825540831588,0,0,0.41967403574671264,0,0,+,0.404825540831588,Concentration of Chylomicrons and Extremely Large VLDL Particles,3
CCN1,fid_23495,10300,0.40481927611219143,0,0,0.403529170780032,0,0,+,0.40481927611219143,Concentration of Large VLDL Particles,3
CES1,fid_23543,10365,0.40465800957619374,0,0,0.3905612159520453,0,0,+,0.40465800957619374,Triglycerides in Medium LDL,3
RARRES2,fid_23453,10336,-0.4046405971283364,0,0,-0.42411913421397335,0,0,-,0.4046405971283364,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,3
PRAP1,fid_23628,9921,0.4045556653512061,0,0,0.415505032054748,0,0,+,0.4045556653512061,Triglycerides to Total Lipids in Small LDL percentage,3
NPY,fid_23641,10438,-0.4044388497260142,0,0,-0.4124137534262349,0,0,-,0.4044388497260142,Cholesteryl Esters to Total Lipids in Medium HDL percentage,3
CES1,fid_23484,10365,0.40436935434984395,0,0,0.3983141901056764,0,0,+,0.40436935434984395,Cholesterol in Chylomicrons and Extremely Large VLDL,3
IGSF9,fid_23595,9919,-0.4043608789369721,0,0,-0.39411189418017273,0,0,-,0.4043608789369721,Cholesterol to Total Lipids in Medium VLDL percentage,3
ASGR1,fid_23578,10264,0.4042834698700611,0,0,0.4095115376133649,0,0,+,0.4042834698700611,Triglycerides in Small HDL,3
IGSF9,fid_23431,9919,0.4042413848631569,0,0,0.4111218414323164,0,0,+,0.4042413848631569,Average Diameter for VLDL Particles,3
IGSF9,fid_23485,9919,0.4041647387601225,0,0,0.4080937355043868,0,0,+,0.4041647387601225,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,3
MFGE8,fid_23595,10349,-0.4041145256434163,0,0,-0.3761745812292247,0,0,-,0.4041145256434163,Cholesterol to Total Lipids in Medium VLDL percentage,3
LDLR,fid_23439,10338,0.40401906506484125,0,0,0.4053306636543704,0,0,+,0.40401906506484125,Apolipoprotein B,3
PRAP1,fid_23586,9834,-0.4038368992663342,0,0,-0.44658923692392527,0,0,-,0.4038368992663342,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,3
PRAP1,fid_23408,9921,0.40328524520524944,0,0,0.4108075533807131,0,0,+,0.40328524520524944,Triglycerides in VLDL,3
PRAP1,fid_23483,9921,0.4030688874192467,0,0,0.4188788037785984,0,0,+,0.4030688874192467,Phospholipids in Chylomicrons and Extremely Large VLDL,3
IL1RN,fid_23458,10231,-0.40301255915150863,0,0,-0.4344893201487804,0,0,-,0.40301255915150863,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,3
MFGE8,fid_23606,10349,-0.4029077406669294,0,0,-0.3647058236395492,4.0000000000000004e-307,1.8196e-303,-,0.4029077406669294,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,3
APOC1,fid_23426,9892,0.4029055642087528,0,0,0.4676527046426368,0,0,+,0.4029055642087528,Total Lipids in HDL,3
LDLR,fid_23585,10251,-0.4028099182477903,0,0,-0.4159098680531946,0,0,-,0.4028099182477903,Cholesterol to Total Lipids in Very Large VLDL percentage,3
LDLR,fid_23608,10338,0.40273483030292984,0,0,0.395509663703639,0,0,+,0.40273483030292984,Triglycerides to Total Lipids in Very Small VLDL percentage,3
LDLR,fid_23446,10329,0.4027057547913877,0,0,0.40219020653959336,0,0,+,0.4027057547913877,Polyunsaturated Fatty Acids,3
AGRP,fid_23487,10432,0.4025277255574163,0,0,0.4315322133572873,0,0,+,0.4025277255574163,Triglycerides in Chylomicrons and Extremely Large VLDL,3
CCN1,fid_23543,10300,0.4025156480509506,0,0,0.40745486226239386,0,0,+,0.4025156480509506,Triglycerides in Medium LDL,3
NPY,fid_23509,10438,0.4024257705041945,0,0,0.4042336811561171,0,0,+,0.4024257705041945,Concentration of Small VLDL Particles,3
CCN1,fid_23481,10300,0.4023483118681373,0,0,0.4127157306414114,0,0,+,0.4023483118681373,Concentration of Chylomicrons and Extremely Large VLDL Particles,3
PRAP1,fid_23488,9921,0.4018781410751041,0,0,0.4101981310714915,0,0,+,0.4018781410751041,Concentration of Very Large VLDL Particles,3
NPY,fid_23409,10438,0.40169065581802427,0,0,0.4184373201673008,0,0,+,0.40169065581802427,Triglycerides in LDL,3
CES1,fid_23622,10365,-0.4016468810064156,0,0,-0.4022366334060883,0,0,-,0.4016468810064156,Free Cholesterol to Total Lipids in Medium LDL percentage,3
IGSF9,fid_23490,9919,0.4016074555746499,0,0,0.3990118978183836,0,0,+,0.4016074555746499,Phospholipids in Very Large VLDL,3
PRAP1,fid_23643,9921,0.4015471894387807,0,0,0.4052752205604214,0,0,+,0.4015471894387807,Triglycerides to Total Lipids in Medium HDL percentage,3
PON3,fid_23617,10351,0.4015421036201521,0,0,0.42675174264398075,0,0,+,0.4015421036201521,Free Cholesterol to Total Lipids in Large LDL percentage,3
NPY,fid_23412,10438,0.40148533218695537,0,0,0.40358933329786306,0,0,+,0.40148533218695537,Phospholipids in VLDL,3
CCN1,fid_23500,10300,0.4014659891876902,0,0,0.3969089765541457,0,0,+,0.4014659891876902,Free Cholesterol in Large VLDL,3
PRSS8,fid_23453,10212,-0.4013239582138112,0,0,-0.3912315176545401,0,0,-,0.4013239582138112,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,3
MFGE8,fid_23607,10349,-0.40119758555208906,0,0,-0.3453173181013351,1.165110387752266e-287,3.7538680751950785e-285,-,0.40119758555208906,Free Cholesterol to Total Lipids in Very Small VLDL percentage,3
FURIN,fid_23488,10379,0.4011694090212709,0,0,0.40100533131748073,0,0,+,0.4011694090212709,Concentration of Very Large VLDL Particles,3
ADIPOQ,fid_23552,9911,0.4010602853554801,0,0,0.3981416454378927,0,0,+,0.4010602853554801,Total Lipids in Very Large HDL,3
SMOC1,fid_23454,10430,0.40094550082028746,0,0,0.40990371172547546,0,0,+,0.40094550082028746,Monounsaturated Fatty Acids to Total Fatty Acids percentage,3
IL1B,fid_23471,10053,0.400920556375068,0,0,0.38613790071740184,0,0,+,0.400920556375068,Lactate,1
CCN1,fid_23458,10291,-0.4008518935561129,0,0,-0.3909898048390276,0,0,-,0.4008518935561129,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,3
FGFBP1,fid_23598,10379,-0.4008298619468691,0,0,-0.36490225445152746,0,0,-,0.4008298619468691,Triglycerides to Total Lipids in Medium VLDL percentage,3
GHR,fid_23497,9676,0.4007856396267718,0,0,0.4082490708893441,0,0,+,0.4007856396267718,Phospholipids in Large VLDL,3
ADIPOQ,fid_23553,9911,0.40075434134822085,0,0,0.39768325488891354,0,0,+,0.40075434134822085,Phospholipids in Very Large HDL,3
MFGE8,fid_23431,10349,0.4007288844113301,0,0,0.3882206803132832,0,0,+,0.4007288844113301,Average Diameter for VLDL Particles,3
PLA2G7,fid_23445,10341,0.4006722900794876,0,0,0.40935502527902923,0,0,+,0.4006722900794876,Omega-6 Fatty Acids,3
MFGE8,fid_23635,10349,-0.4005272457426174,0,0,-0.3907244940063359,0,0,-,0.4005272457426174,Cholesterol to Total Lipids in Large HDL percentage,3
GCG,fid_23465,10123,0.4004911875558407,0,0,0.3865928644899673,0,0,+,0.4004911875558407,Isoleucine,3
IGSF9,fid_23628,9919,0.4003135183693543,0,0,0.3879720598342062,0,0,+,0.4003135183693543,Triglycerides to Total Lipids in Small LDL percentage,3
PON3,fid_23559,10351,0.40024407157964725,0,0,0.4579035329193585,0,0,+,0.40024407157964725,Total Lipids in Large HDL,3
APOM,fid_23445,10303,0.4001277815781693,0,0,0.4105526204230617,0,0,+,0.4001277815781693,Omega-6 Fatty Acids,3
IGSF9,fid_23606,9919,-0.40011338651724343,0,0,-0.3839756314239473,0,0,-,0.40011338651724343,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,3
FURIN,fid_23407,10379,0.40007094696000206,0,0,0.3987409785846611,0,0,+,0.40007094696000206,Total Triglycerides,3
MFGE8,fid_23602,10349,-0.3998691768593656,0,0,-0.3772578641073925,0,0,-,0.3998691768593656,Free Cholesterol to Total Lipids in Small VLDL percentage,3
CCN1,fid_23641,10300,-0.3996542376863362,0,0,-0.39767468448327736,0,0,-,0.3996542376863362,Cholesteryl Esters to Total Lipids in Medium HDL percentage,3
FURIN,fid_23489,10379,0.3996321283666809,0,0,0.3981465857913643,0,0,+,0.3996321283666809,Total Lipids in Very Large VLDL,3
APOM,fid_23532,10312,0.3995764112229897,0,0,0.396121134210226,0,0,+,0.3995764112229897,Phospholipids in Large LDL,3
MXRA8,fid_23426,9676,0.39937270465710417,0,0,0.4046332693004826,0,0,+,0.39937270465710417,Total Lipids in HDL,3
CCN1,fid_23491,10300,0.3993370078592387,0,0,0.3928947276981759,0,0,+,0.3993370078592387,Cholesterol in Very Large VLDL,3
PRAP1,fid_23489,9921,0.39927959399917184,0,0,0.407173057020488,0,0,+,0.39927959399917184,Total Lipids in Very Large VLDL,3
CCN1,fid_23508,10300,0.3991561638894299,0,0,0.39859135631739107,0,0,+,0.3991561638894299,Triglycerides in Medium VLDL,3
CCN1,fid_23409,10300,0.3991481471477248,0,0,0.40267641014177225,0,0,+,0.3991481471477248,Triglycerides in LDL,3
CCN1,fid_23412,10300,0.39880640778436927,0,0,0.3909205537748725,0,0,+,0.39880640778436927,Phospholipids in VLDL,3
AGRP,fid_23509,10432,0.3987631549341062,0,0,0.3928052440065499,0,0,+,0.3987631549341062,Concentration of Small VLDL Particles,3
APOC1,fid_23642,9892,0.3987365442399556,0,0,0.4414215101070422,0,0,+,0.3987365442399556,Free Cholesterol to Total Lipids in Medium HDL percentage,3
APOC1,fid_23570,9892,0.3987270789788163,0,0,0.4633943011208219,0,0,+,0.3987270789788163,Free Cholesterol in Medium HDL,3
AGRP,fid_23442,10424,0.39867281052190295,0,0,0.3945259614294263,0,0,+,0.39867281052190295,Total Fatty Acids,3
GHR,fid_23500,9676,0.3985683176260697,0,0,0.4065958978526472,0,0,+,0.3985683176260697,Free Cholesterol in Large VLDL,3
GHR,fid_23490,9676,0.39853851842550575,0,0,0.4067826843422354,0,0,+,0.39853851842550575,Phospholipids in Very Large VLDL,3
PON3,fid_23563,10351,0.3982718332198246,0,0,0.4559917758400367,0,0,+,0.3982718332198246,Free Cholesterol in Large HDL,3
APOC1,fid_23419,9892,0.39825169089669,0,0,0.4505462260899384,0,0,+,0.39825169089669,Total Free Cholesterol,3
CCN1,fid_23494,10300,0.39820782168863766,0,0,0.4051203731915816,0,0,+,0.39820782168863766,Triglycerides in Very Large VLDL,3
APOM,fid_23405,10312,0.3981235376500074,0,0,0.3966404403842782,0,0,+,0.3981235376500074,LDL Cholesterol,3
PRAP1,fid_23599,9921,-0.3981075477387151,0,0,-0.39153187464060984,0,0,-,0.3981075477387151,Phospholipids to Total Lipids in Small VLDL percentage,3
CES1,fid_23448,10356,0.397983396418256,0,0,0.37987533347237645,0,0,+,0.397983396418256,Saturated Fatty Acids,3
IGSF9,fid_23605,9919,-0.3979330874256228,0,0,-0.37908267787047534,0,0,-,0.3979330874256228,Cholesterol to Total Lipids in Very Small VLDL percentage,3
GHR,fid_23408,9676,0.3978429380994476,0,0,0.4062876473616532,0,0,+,0.3978429380994476,Triglycerides in VLDL,3
APOC1,fid_23445,9883,0.397820599187042,0,0,0.4622068783751084,0,0,+,0.397820599187042,Omega-6 Fatty Acids,3
APOC1,fid_23446,9883,0.39777311604273674,0,0,0.4639332338084891,0,0,+,0.39777311604273674,Polyunsaturated Fatty Acids,3
CES1,fid_23633,10361,0.3977095575417225,0,0,0.4317393133139722,0,0,+,0.3977095575417225,Triglycerides to Total Lipids in Very Large HDL percentage,3
CES1,fid_23490,10365,0.39770569783020554,0,0,0.3921991499217594,0,0,+,0.39770569783020554,Phospholipids in Very Large VLDL,3
APOA1,fid_23639,9911,-0.3975382799988348,0,0,-0.4719725339280636,0,0,-,0.3975382799988348,Phospholipids to Total Lipids in Medium HDL percentage,3
MFGE8,fid_23633,10345,0.3975352313623052,0,0,0.42995822856243016,0,0,+,0.3975352313623052,Triglycerides to Total Lipids in Very Large HDL percentage,3
CCN1,fid_23454,10291,0.3974807247906818,0,0,0.39070101287604775,0,0,+,0.3974807247906818,Monounsaturated Fatty Acids to Total Fatty Acids percentage,3
SSC4D,fid_23563,10253,-0.39747670656478806,0,0,-0.42416813449920615,0,0,-,0.39747670656478806,Free Cholesterol in Large HDL,3
FGFBP1,fid_23438,10370,0.3973580825819479,0,0,0.3976843527155768,0,0,+,0.3973580825819479,Sphingomyelins,3
PON3,fid_23605,10351,0.3973566144534658,0,0,0.4210595631180898,0,0,+,0.3973566144534658,Cholesterol to Total Lipids in Very Small VLDL percentage,3
GHR,fid_23495,9676,0.3971607422115936,0,0,0.4060250961519705,0,0,+,0.3971607422115936,Concentration of Large VLDL Particles,3
MXRA8,fid_23435,9667,-0.3970618223182294,0,0,-0.3913749384983041,0,0,-,0.3970618223182294,Triglycerides to Phosphoglycerides ratio,3
PON3,fid_23435,10342,-0.39688091787788304,0,0,-0.4319594333928014,0,0,-,0.39688091787788304,Triglycerides to Phosphoglycerides ratio,3
APOM,fid_23446,10303,0.3967389174391664,0,0,0.4070443871043845,0,0,+,0.3967389174391664,Polyunsaturated Fatty Acids,3
CES1,fid_23634,10365,0.3966540418669397,0,0,0.3914961751959634,0,0,+,0.3966540418669397,Phospholipids to Total Lipids in Large HDL percentage,3
FURIN,fid_23640,10379,-0.3966125645418909,0,0,-0.3965218264944176,0,0,-,0.3966125645418909,Cholesterol to Total Lipids in Medium HDL percentage,3
GHR,fid_23407,9676,0.3965859860491839,0,0,0.4043320897234383,0,0,+,0.3965859860491839,Total Triglycerides,3
PRAP1,fid_23482,9921,0.39655880458871934,0,0,0.40925193380601554,0,0,+,0.39655880458871934,Total Lipids in Chylomicrons and Extremely Large VLDL,3
IGSF9,fid_23448,9910,0.3965437042572475,0,0,0.3772704489444813,0,0,+,0.3965437042572475,Saturated Fatty Acids,3
CCN1,fid_23448,10291,0.39623439351770473,0,0,0.3949149266554766,0,0,+,0.39623439351770473,Saturated Fatty Acids,3
CCN1,fid_23496,10300,0.3962199888158749,0,0,0.3950231666523322,0,0,+,0.3962199888158749,Total Lipids in Large VLDL,3
FGFBP1,fid_23541,10379,0.39621891477091786,0,0,0.4045307477030861,0,0,+,0.39621891477091786,Cholesteryl Esters in Medium LDL,3
AGRP,fid_23409,10432,0.3961576171436181,0,0,0.4001265880800832,0,0,+,0.3961576171436181,Triglycerides in LDL,3
NPY,fid_23510,10438,0.3961550333728767,0,0,0.3953357782513599,0,0,+,0.3961550333728767,Total Lipids in Small VLDL,3
HHEX,fid_23578,9903,0.3961118117715556,0,0,0.392432828800415,0,0,+,0.3961118117715556,Triglycerides in Small HDL,1
LCAT,fid_23508,9904,0.3960633580372816,0,0,0.4115091588961486,0,0,+,0.3960633580372816,Triglycerides in Medium VLDL,3
ASGR1,fid_23452,10255,-0.39601237719323745,0,0,-0.39175649927019657,0,0,-,0.39601237719323745,Omega-6 Fatty Acids to Total Fatty Acids percentage,3
LDLR,fid_23402,10338,0.3959347063599139,0,0,0.3966388941955648,0,0,+,0.3959347063599139,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)",3
LCAT,fid_23500,9904,0.39585801728261943,0,0,0.4088924630176166,0,0,+,0.39585801728261943,Free Cholesterol in Large VLDL,3
GCG,fid_23464,10119,0.3957451467320784,0,0,0.37853222423571536,0,0,+,0.3957451467320784,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),3
CES1,fid_23409,10365,0.39573647026986974,0,0,0.3834561031184712,0,0,+,0.39573647026986974,Triglycerides in LDL,3
CCN1,fid_23529,10300,0.3956300422839451,0,0,0.3994558674837977,0,0,+,0.3956300422839451,Triglycerides in IDL,3
MFGE8,fid_23638,10349,0.39550580442183975,0,0,0.4038600672459412,0,0,+,0.39550580442183975,Triglycerides to Total Lipids in Large HDL percentage,3
CPM,fid_23452,10362,-0.3954022379961939,0,0,-0.4023865555199001,0,0,-,0.3954022379961939,Omega-6 Fatty Acids to Total Fatty Acids percentage,3
FURIN,fid_23408,10379,0.3953844241206711,0,0,0.3933999025792115,0,0,+,0.3953844241206711,Triglycerides in VLDL,3
PRAP1,fid_23555,9921,-0.39536991204227045,0,0,-0.4157958284014248,0,0,-,0.39536991204227045,Cholesteryl Esters in Very Large HDL,3
IGSF9,fid_23515,9919,0.3953478687836732,0,0,0.3898460907364229,0,0,+,0.3953478687836732,Triglycerides in Small VLDL,3
APOM,fid_23565,10312,0.3953258258556596,0,0,0.3980849573117328,0,0,+,0.3953258258556596,Concentration of Medium HDL Particles,3
CCN1,fid_23648,10300,0.39528292248504127,0,0,0.3906151581385248,0,0,+,0.39528292248504127,Triglycerides to Total Lipids in Small HDL percentage,3
ASGR1,fid_23634,10264,0.3952825974292971,0,0,0.4052448750233859,0,0,+,0.3952825974292971,Phospholipids to Total Lipids in Large HDL percentage,3
PRAP1,fid_23487,9921,0.3949779297685567,0,0,0.4071412911510899,0,0,+,0.3949779297685567,Triglycerides in Chylomicrons and Extremely Large VLDL,3
ADIPOQ,fid_23639,9911,-0.39494745361154227,0,0,-0.3968288693253165,0,0,-,0.39494745361154227,Phospholipids to Total Lipids in Medium HDL percentage,3
CES1,fid_23485,10365,0.3947018735656041,0,0,0.3927643657872514,0,0,+,0.3947018735656041,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,3
FGFBP1,fid_23516,10379,0.3946549512609121,0,0,0.4077543414144911,0,0,+,0.3946549512609121,Concentration of Very Small VLDL Particles,3
HHEX,fid_23480,9903,0.3946458943968545,0,0,0.3924705317863091,0,0,+,0.3946458943968545,Glycoprotein Acetyls,1
MFGE8,fid_23599,10349,-0.3946065679511398,0,0,-0.3755177666116422,0,0,-,0.3946065679511398,Phospholipids to Total Lipids in Small VLDL percentage,3
ADIPOQ,fid_23648,9911,-0.39455914122795527,0,0,-0.4000548921015759,0,0,-,0.39455914122795527,Triglycerides to Total Lipids in Small HDL percentage,3
FURIN,fid_23648,10379,0.3944948493696244,0,0,0.3940066021912339,0,0,+,0.3944948493696244,Triglycerides to Total Lipids in Small HDL percentage,3
APOM,fid_23525,10312,0.3944077282781395,0,0,0.3903214718779172,0,0,+,0.3944077282781395,Phospholipids in IDL,3
ACY1,fid_23453,10274,-0.39437814060656606,0,0,-0.3881494211160791,0,0,-,0.39437814060656606,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,3
PLA2G7,fid_23600,10349,0.39433374703793694,0,0,0.3858828027985921,0,0,+,0.39433374703793694,Cholesterol to Total Lipids in Small VLDL percentage,3
ADIPOQ,fid_23640,9911,0.3941844048484112,0,0,0.3992006761205011,0,0,+,0.3941844048484112,Cholesterol to Total Lipids in Medium HDL percentage,3
PLTP,fid_23566,10412,0.39395492301692353,0,0,0.4003134084269661,0,0,+,0.39395492301692353,Total Lipids in Medium HDL,3
PRAP1,fid_23613,9921,0.3938598915620616,0,0,0.3920741282600958,0,0,+,0.3938598915620616,Triglycerides to Total Lipids in IDL percentage,3
PRAP1,fid_23515,9921,0.3938347436109933,0,0,0.39582198744998426,0,0,+,0.3938347436109933,Triglycerides in Small VLDL,3
GHR,fid_23496,9676,0.393774441619814,0,0,0.4018215577968568,0,0,+,0.393774441619814,Total Lipids in Large VLDL,3
PLTP,fid_23648,10412,-0.39364768013502144,0,0,-0.3992402274128879,0,0,-,0.39364768013502144,Triglycerides to Total Lipids in Small HDL percentage,3
MAMDC4,fid_23452,9868,-0.3934953782393249,0,0,-0.38756083989848134,0,0,-,0.3934953782393249,Omega-6 Fatty Acids to Total Fatty Acids percentage,3
LDLR,fid_23540,10338,0.3933767372940501,0,0,0.4005441100359719,0,0,+,0.3933767372940501,Cholesterol in Medium LDL,3
LDLR,fid_23610,10338,-0.3932101535791085,0,0,-0.3647943966207595,6e-307,2.7223e-303,-,0.3932101535791085,Cholesterol to Total Lipids in IDL percentage,3
IGSF9,fid_23497,9919,0.3930818465006704,0,0,0.3947603515202048,0,0,+,0.3930818465006704,Phospholipids in Large VLDL,3
SERPINF1,fid_23480,9730,0.3929015271048319,0,0,0.4027955380224276,0,0,+,0.3929015271048319,Glycoprotein Acetyls,3
PAMR1,fid_23480,10349,0.3928981817039524,0,0,0.3988214182675186,0,0,+,0.3928981817039524,Glycoprotein Acetyls,3
CCN1,fid_23482,10300,0.39279174599479,0,0,0.4038619679064752,0,0,+,0.39279174599479,Total Lipids in Chylomicrons and Extremely Large VLDL,3
FURIN,fid_23641,10379,-0.3927022812329492,0,0,-0.38961868754988127,0,0,-,0.3927022812329492,Cholesteryl Esters to Total Lipids in Medium HDL percentage,3
NPY,fid_23638,10438,0.3926654912693927,0,0,0.431321819712178,0,0,+,0.3926654912693927,Triglycerides to Total Lipids in Large HDL percentage,3
CES1,fid_23571,10365,0.3926627580869877,0,0,0.3889377042767272,0,0,+,0.3926627580869877,Triglycerides in Medium HDL,3
GCG,fid_23628,10125,0.3925314269975389,0,0,0.4006679523462436,0,0,+,0.3925314269975389,Triglycerides to Total Lipids in Small LDL percentage,3
AGRP,fid_23510,10432,0.39252718632003,0,0,0.3845414110314628,0,0,+,0.39252718632003,Total Lipids in Small VLDL,3
HGF,fid_23471,10403,0.3924978202509336,0,0,0.3839111229625914,0,0,+,0.3924978202509336,Lactate,3
CCN1,fid_23498,10300,0.3924049398916674,0,0,0.3856835775083487,0,0,+,0.3924049398916674,Cholesterol in Large VLDL,3
PON3,fid_23648,10351,-0.3923086472156756,0,0,-0.4281459462568619,0,0,-,0.3923086472156756,Triglycerides to Total Lipids in Small HDL percentage,3
APOC1,fid_23414,9892,0.3922255075401163,0,0,0.45558916235458385,0,0,+,0.3922255075401163,Phospholipids in HDL,3
LDLR,fid_23429,10338,0.39183799944696224,0,0,0.39228264382356254,0,0,+,0.39183799944696224,Concentration of LDL Particles,3
NPY,fid_23487,10438,0.39179936908030744,0,0,0.4220115497365971,0,0,+,0.39179936908030744,Triglycerides in Chylomicrons and Extremely Large VLDL,3
PON3,fid_23554,10351,0.3917758090734616,0,0,0.44925052752191097,0,0,+,0.3917758090734616,Cholesterol in Very Large HDL,3
AGRP,fid_23557,10432,0.3915634176865525,0,0,0.397716944745149,0,0,+,0.3915634176865525,Triglycerides in Very Large HDL,3
F7,fid_23447,10309,0.3915291161192511,0,0,0.40537506042224897,0,0,+,0.3915291161192511,Monounsaturated Fatty Acids,3
PRAP1,fid_23486,9921,0.3914900428256571,0,0,0.403528643311196,0,0,+,0.3914900428256571,Free Cholesterol in Chylomicrons and Extremely Large VLDL,3
MAMDC4,fid_23567,9877,0.39140599848373153,0,0,0.37735354044799135,0,0,+,0.39140599848373153,Phospholipids in Medium HDL,3
RARRES2,fid_23435,10336,0.3913486846613875,0,0,0.41101085881653654,0,0,+,0.3913486846613875,Triglycerides to Phosphoglycerides ratio,3
MXRA8,fid_23635,9676,0.39123021775219585,0,0,0.40937409350437715,0,0,+,0.39123021775219585,Cholesterol to Total Lipids in Large HDL percentage,3
LGALS9,fid_23480,10302,0.3911814097678249,0,0,0.3960724500490662,0,0,+,0.3911814097678249,Glycoprotein Acetyls,3
FGFBP1,fid_23602,10379,0.3911525505224167,0,0,0.3691002589550804,0,0,+,0.3911525505224167,Free Cholesterol to Total Lipids in Small VLDL percentage,3
IGSF9,fid_23536,9919,0.3910011739373366,0,0,0.38207684586051727,0,0,+,0.3910011739373366,Triglycerides in Large LDL,3
IGSF9,fid_23410,9919,0.3908087034187916,0,0,0.37539596298222894,0,0,+,0.3908087034187916,Triglycerides in HDL,3
RARRES2,fid_23447,10336,0.39075314754577833,0,0,0.41312803758968614,0,0,+,0.39075314754577833,Monounsaturated Fatty Acids,3
AGRP,fid_23492,10432,0.39072691510653784,0,0,0.38463104289566946,0,0,+,0.39072691510653784,Cholesteryl Esters in Very Large VLDL,3
MXRA8,fid_23632,9672,-0.39042542383894774,0,0,-0.46086145829328656,0,0,-,0.39042542383894774,Free Cholesterol to Total Lipids in Very Large HDL percentage,3
GHR,fid_23501,9676,0.39039158986936945,0,0,0.4005546345375228,0,0,+,0.39039158986936945,Triglycerides in Large VLDL,3
SIT1,fid_23639,10167,0.390379744213862,0,0,0.3885446671280029,0,0,+,0.390379744213862,Phospholipids to Total Lipids in Medium HDL percentage,2
PRAP1,fid_23562,9921,-0.39025823055598874,0,0,-0.4121575330539704,0,0,-,0.39025823055598874,Cholesteryl Esters in Large HDL,3
APOM,fid_23568,10312,0.3902423787520981,0,0,0.38925802246513136,0,0,+,0.3902423787520981,Cholesterol in Medium HDL,3
AGRP,fid_23452,10424,-0.3902224024249876,0,0,-0.3941337504885016,0,0,-,0.3902224024249876,Omega-6 Fatty Acids to Total Fatty Acids percentage,3
GUSB,fid_23458,10365,-0.390170548950492,0,0,-0.39363661329694954,0,0,-,0.390170548950492,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,3
PON3,fid_23615,10351,0.3901668534319724,0,0,0.41097287786728065,0,0,+,0.3901668534319724,Cholesterol to Total Lipids in Large LDL percentage,3
LEP,fid_23555,10283,-0.3901176517990705,0,0,-0.4004496741277318,0,0,-,0.3901176517990705,Cholesteryl Esters in Very Large HDL,3
GHR,fid_23493,9676,0.39007898093139376,0,0,0.39698157504725906,0,0,+,0.39007898093139376,Free Cholesterol in Very Large VLDL,3
APOM,fid_23417,10312,0.39005671216751736,0,0,0.38921932526368735,0,0,+,0.39005671216751736,Cholesteryl Esters in LDL,3
GUSB,fid_23453,10365,-0.39005657369456415,0,0,-0.3872430490711579,0,0,-,0.39005657369456415,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,3
APOM,fid_23404,10312,0.38990656747754754,0,0,0.3856413168906044,0,0,+,0.38990656747754754,Clinical LDL Cholesterol,3
SIT1,fid_23562,10167,-0.389848086264406,0,0,-0.3887028849957708,0,0,-,0.389848086264406,Cholesteryl Esters in Large HDL,2
RARRES2,fid_23636,10345,-0.389540741353386,0,0,-0.4197954029283586,0,0,-,0.389540741353386,Cholesteryl Esters to Total Lipids in Large HDL percentage,3
PRAP1,fid_23554,9921,-0.3893838871742683,0,0,-0.4065635684771627,0,0,-,0.3893838871742683,Cholesterol in Very Large HDL,3
PIK3IP1,fid_23478,9875,0.3892951528928735,0,0,0.3337012981258849,1.881493159981449e-255,4.210951790128591e-253,+,0.3892951528928735,Creatinine,3
IGSF9,fid_23522,9919,0.3892894719451437,0,0,0.374828299303913,0,0,+,0.3892894719451437,Triglycerides in Very Small VLDL,3
LCAT,fid_23572,9904,0.38927424382926534,0,0,0.40413953764276395,0,0,+,0.38927424382926534,Concentration of Small HDL Particles,3
