protein,metabolite,metabolite_disp,r,q,Npair,weight,modP_louvain,modM_louvain,modP_walktrap,modM_walktrap,intra_louvain,intra_walktrap
NPY,fid_23420,Free Cholesterol in VLDL,0.373470375776212,0,10438,0.373470375776212,1,1,2,2,TRUE,TRUE
GCG,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.3734325086560952,0,10117,0.3734325086560952,4,6,2,2,FALSE,TRUE
RARRES2,fid_23408,Triglycerides in VLDL,0.3733829927143474,0,10345,0.3733829927143474,4,2,2,2,FALSE,TRUE
CD84,fid_23471,Lactate,0.37334884757381936,0,10270,0.37334884757381936,5,5,1,1,TRUE,TRUE
AGRP,fid_23428,Concentration of VLDL Particles,0.3733409845065079,0,10432,0.3733409845065079,1,1,2,2,TRUE,TRUE
LEP,fid_23433,Average Diameter for HDL Particles,-0.37331418469175054,0,10283,0.37331418469175054,3,3,2,2,TRUE,TRUE
LCAT,fid_23489,Total Lipids in Very Large VLDL,0.37331272021921247,0,9904,0.37331272021921247,1,2,2,2,FALSE,TRUE
PLTP,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,-0.3732378603347111,0,10403,0.3732378603347111,3,6,2,2,FALSE,TRUE
ERBB3,fid_23577,Free Cholesterol in Small HDL,0.3731654566396481,0,10279,0.3731654566396481,1,1,2,2,TRUE,TRUE
SDC4,fid_23471,Lactate,0.3731444435771714,0,10253,0.3731444435771714,5,5,1,1,TRUE,TRUE
CPM,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,0.3730788494640309,0,10371,0.3730788494640309,4,4,2,2,TRUE,TRUE
APOC1,fid_23566,Total Lipids in Medium HDL,0.3730457626065456,0,9892,0.3730457626065456,1,3,2,2,FALSE,TRUE
PRAP1,fid_23618,Triglycerides to Total Lipids in Large LDL percentage,0.3730298689089361,0,9921,0.3730298689089361,4,4,2,2,TRUE,TRUE
APOM,fid_23566,Total Lipids in Medium HDL,0.3730270586990036,0,10312,0.3730270586990036,1,3,2,2,FALSE,TRUE
HHEX,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.37291124002960513,0,9903,0.37291124002960513,2,2,2,2,TRUE,TRUE
CCN1,fid_23428,Concentration of VLDL Particles,0.3729095540884204,0,10300,0.3729095540884204,1,1,2,2,TRUE,TRUE
TFPI,fid_23417,Cholesteryl Esters in LDL,0.3728791320747855,0,10254,0.3728791320747855,1,1,2,2,TRUE,TRUE
CCN1,fid_23499,Cholesteryl Esters in Large VLDL,0.37286858376563126,0,10300,0.37286858376563126,1,1,2,2,TRUE,TRUE
PAG1,fid_23562,Cholesteryl Esters in Large HDL,-0.37283647876537274,0,10146,0.37283647876537274,3,3,2,2,TRUE,TRUE
CES1,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.3728200047822296,0,10365,0.3728200047822296,4,4,2,2,TRUE,TRUE
IGSF9,fid_23574,Phospholipids in Small HDL,0.3727517401177408,0,9919,0.3727517401177408,4,1,2,2,FALSE,TRUE
CPM,fid_23494,Triglycerides in Very Large VLDL,0.3727248871053336,0,10371,0.3727248871053336,4,2,2,2,FALSE,TRUE
FGFBP1,fid_23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,0.3726738216152761,0,10379,0.3726738216152761,1,4,2,2,FALSE,TRUE
SIT1,fid_23426,Total Lipids in HDL,-0.3725351419076375,0,10167,0.3725351419076375,3,3,2,2,TRUE,TRUE
AGRP,fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,0.37250634372530994,0,10432,0.37250634372530994,1,1,2,2,TRUE,TRUE
RARRES2,fid_23550,Triglycerides in Small LDL,0.3724540391955375,0,10345,0.3724540391955375,4,2,2,2,FALSE,TRUE
CES1,fid_23500,Free Cholesterol in Large VLDL,0.37237965101562287,0,10365,0.37237965101562287,4,2,2,2,FALSE,TRUE
MFGE8,fid_23564,Triglycerides in Large HDL,0.3723461585075014,0,10349,0.3723461585075014,4,4,2,2,TRUE,TRUE
FGFBP1,fid_23423,Total Lipids in Lipoprotein Particles,0.3722071222884582,0,10379,0.3722071222884582,1,1,2,2,TRUE,TRUE
CES1,fid_23496,Total Lipids in Large VLDL,0.3721835971349799,0,10365,0.3721835971349799,4,2,2,2,FALSE,TRUE
FURIN,fid_23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,0.3721594646372066,0,10379,0.3721594646372066,4,2,2,2,FALSE,TRUE
ASGR1,fid_23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,-0.3720543945159509,0,10264,0.3720543945159509,4,4,2,2,TRUE,TRUE
PON3,fid_23618,Triglycerides to Total Lipids in Large LDL percentage,-0.3720069295518736,0,10351,0.3720069295518736,4,4,2,2,TRUE,TRUE
BGN,fid_23471,Lactate,-0.3719274352944618,0,10078,0.3719274352944618,5,5,1,1,TRUE,TRUE
LDLR,fid_23618,Triglycerides to Total Lipids in Large LDL percentage,0.3716616365545893,0,10338,0.3716616365545893,1,4,2,2,FALSE,TRUE
LEP,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.37165397823201807,0,10274,0.37165397823201807,3,6,2,2,FALSE,TRUE
CCN1,fid_23435,Triglycerides to Phosphoglycerides ratio,0.3715258424642592,0,10291,0.3715258424642592,1,6,2,2,FALSE,TRUE
RBP5,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.3714578010434794,0,10309,0.3714578010434794,2,6,2,2,FALSE,TRUE
AGRP,fid_23536,Triglycerides in Large LDL,0.3714519266342749,0,10432,0.3714519266342749,1,2,2,2,FALSE,TRUE
ACY1,fid_23456,Linoleic Acid to Total Fatty Acids percentage,-0.371395050111899,0,10274,0.371395050111899,4,4,2,2,TRUE,TRUE
TFPI,fid_23544,Concentration of Small LDL Particles,0.3713457770618213,0,10254,0.3713457770618213,1,1,2,2,TRUE,TRUE
MFGE8,fid_23498,Cholesterol in Large VLDL,0.3712843580356084,0,10349,0.3712843580356084,4,1,2,2,FALSE,TRUE
GCG,fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,-0.3712476252492648,0,10125,0.3712476252492648,4,6,2,2,FALSE,TRUE
PON3,fid_23595,Cholesterol to Total Lipids in Medium VLDL percentage,0.3711647001962493,0,10351,0.3711647001962493,4,4,2,2,TRUE,TRUE
PROC,fid_23572,Concentration of Small HDL Particles,0.3711187909813821,0,10312,0.3711187909813821,1,1,2,2,TRUE,TRUE
RARRES2,fid_23495,Concentration of Large VLDL Particles,0.3710810858286091,0,10345,0.3710810858286091,4,2,2,2,FALSE,TRUE
PON3,fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,0.37107100439070967,0,10351,0.37107100439070967,4,6,2,2,FALSE,TRUE
TFPI,fid_23537,Concentration of Medium LDL Particles,0.37092651184394054,0,10254,0.37092651184394054,1,1,2,2,TRUE,TRUE
LEP,fid_23553,Phospholipids in Very Large HDL,-0.3709022748363299,0,10283,0.3709022748363299,3,3,2,2,TRUE,TRUE
FURIN,fid_23484,Cholesterol in Chylomicrons and Extremely Large VLDL,0.37086328598908647,0,10379,0.37086328598908647,4,2,2,2,FALSE,TRUE
SIT1,fid_23569,Cholesteryl Esters in Medium HDL,-0.37082047223980025,0,10167,0.37082047223980025,3,3,2,2,TRUE,TRUE
GUSB,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.3707973958835823,0,10365,0.3707973958835823,2,6,2,2,FALSE,TRUE
SIT1,fid_23560,Phospholipids in Large HDL,-0.3707237326647303,0,10167,0.3707237326647303,3,3,2,2,TRUE,TRUE
RARRES2,fid_23500,Free Cholesterol in Large VLDL,0.3706175516617776,0,10345,0.3706175516617776,4,2,2,2,FALSE,TRUE
PON3,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,-0.3705596198248875,0,10342,0.3705596198248875,4,6,2,2,FALSE,TRUE
RTN4R,fid_23555,Cholesteryl Esters in Very Large HDL,-0.3705179682044355,0,10438,0.3705179682044355,3,3,2,2,TRUE,TRUE
SIT1,fid_23568,Cholesterol in Medium HDL,-0.37042526238853046,0,10167,0.37042526238853046,3,3,2,2,TRUE,TRUE
GPR37,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.3704242643277027,0,10138,0.3704242643277027,4,6,2,2,FALSE,TRUE
FABP4,fid_23480,Glycoprotein Acetyls,0.3704240310044696,0,10431,0.3704240310044696,3,5,2,2,FALSE,TRUE
CCN1,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.3704024172270123,0,10300,0.3704024172270123,1,6,2,2,FALSE,TRUE
TFPI,fid_23402,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)",0.37039452430360387,0,10254,0.37039452430360387,1,1,2,2,TRUE,TRUE
GCG,fid_23578,Triglycerides in Small HDL,0.370368332477369,0,10125,0.370368332477369,4,2,2,2,FALSE,TRUE
RARRES2,fid_23431,Average Diameter for VLDL Particles,0.3702192025684207,0,10345,0.3702192025684207,4,3,2,2,FALSE,TRUE
FGF21,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.37021375709034066,0,10419,0.37021375709034066,2,6,2,2,FALSE,TRUE
FURIN,fid_23487,Triglycerides in Chylomicrons and Extremely Large VLDL,0.3702068243310993,0,10379,0.3702068243310993,4,4,2,2,TRUE,TRUE
ACY1,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,0.37017928764914104,0,10283,0.37017928764914104,4,4,2,2,TRUE,TRUE
NPY,fid_23633,Triglycerides to Total Lipids in Very Large HDL percentage,0.3700315715245977,0,10434,0.3700315715245977,1,4,2,2,FALSE,TRUE
LDLR,fid_23547,Cholesterol in Small LDL,0.3700220823948082,0,10338,0.3700220823948082,1,1,2,2,TRUE,TRUE
IL1RN,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.3699899374278181,0,10240,0.3699899374278181,3,6,2,2,FALSE,TRUE
KITLG,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,-0.3698559221406983,0,10283,0.3698559221406983,4,6,2,2,FALSE,TRUE
GCG,fid_23571,Triglycerides in Medium HDL,0.3698286998932985,0,10125,0.3698286998932985,4,2,2,2,FALSE,TRUE
PON3,fid_23552,Total Lipids in Very Large HDL,0.36981033041795697,0,10351,0.36981033041795697,4,3,2,2,FALSE,TRUE
RARRES2,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,0.36981012328383994,0,10345,0.36981012328383994,4,6,2,2,FALSE,TRUE
PLA2G7,fid_23597,Free Cholesterol to Total Lipids in Medium VLDL percentage,0.3697178883330978,0,10349,0.3697178883330978,1,4,2,2,FALSE,TRUE
GPR37,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.36963872819358257,0,10138,0.36963872819358257,4,6,2,2,FALSE,TRUE
MFGE8,fid_23600,Cholesterol to Total Lipids in Small VLDL percentage,-0.3696291679790629,0,10349,0.3696291679790629,4,4,2,2,TRUE,TRUE
TFPI,fid_23514,Free Cholesterol in Small VLDL,0.3694208500009366,0,10254,0.3694208500009366,1,1,2,2,TRUE,TRUE
ERBB3,fid_23574,Phospholipids in Small HDL,0.36939881892394144,0,10279,0.36939881892394144,1,1,2,2,TRUE,TRUE
IL1RN,fid_23435,Triglycerides to Phosphoglycerides ratio,0.3693938059524235,0,10231,0.3693938059524235,3,6,2,2,FALSE,TRUE
CD4,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.3693195266293523,0,10277,0.3693195266293523,2,6,2,2,FALSE,TRUE
GCG,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,-0.36918729479893486,0,10125,0.36918729479893486,4,4,2,2,TRUE,TRUE
RARRES2,fid_23490,Phospholipids in Very Large VLDL,0.369038450569004,0,10345,0.369038450569004,4,2,2,2,FALSE,TRUE
FURIN,fid_23409,Triglycerides in LDL,0.3688402706361056,0,10379,0.3688402706361056,4,2,2,2,FALSE,TRUE
PRSS8,fid_23608,Triglycerides to Total Lipids in Very Small VLDL percentage,0.36878417602073355,0,10221,0.36878417602073355,4,4,2,2,TRUE,TRUE
PRSS8,fid_23596,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,-0.36873086547425066,0,10221,0.36873086547425066,4,4,2,2,TRUE,TRUE
RBP5,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.3685859378519639,0,10309,0.3685859378519639,2,2,2,2,TRUE,TRUE
CCN1,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.36837238376472065,0,10291,0.36837238376472065,1,2,2,2,FALSE,TRUE
PROC,fid_23577,Free Cholesterol in Small HDL,0.3683605986138406,0,10312,0.3683605986138406,1,1,2,2,TRUE,TRUE
FURIN,fid_23431,Average Diameter for VLDL Particles,0.3682495286222485,0,10379,0.3682495286222485,4,3,2,2,FALSE,TRUE
CCN1,fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,0.36815124599127025,0,10300,0.36815124599127025,1,1,2,2,TRUE,TRUE
NPY,fid_23428,Concentration of VLDL Particles,0.3679432750971912,0,10438,0.3679432750971912,1,1,2,2,TRUE,TRUE
GOLM2,fid_23480,Glycoprotein Acetyls,0.3678738208646444,0,10430,0.3678738208646444,6,5,2,2,FALSE,TRUE
IGFBP2,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,-0.3678704933742397,0,10420,0.3678704933742397,3,4,2,2,FALSE,TRUE
FURIN,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,0.3675397477967224,0,10379,0.3675397477967224,4,4,2,2,TRUE,TRUE
PON3,fid_23551,Concentration of Very Large HDL Particles,0.3675008368267628,0,10351,0.3675008368267628,4,3,2,2,FALSE,TRUE
PDGFB,fid_23471,Lactate,0.367294217498116,0,10322,0.367294217498116,5,5,2,1,TRUE,FALSE
CES1,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.3672012592346853,0,10365,0.3672012592346853,4,6,2,2,FALSE,TRUE
CD4,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,0.3671989248386435,0,10277,0.3671989248386435,2,6,2,2,FALSE,TRUE
GFRA1,fid_23480,Glycoprotein Acetyls,0.3669028107760264,0,10427,0.3669028107760264,6,5,2,2,FALSE,TRUE
ASGR1,fid_23608,Triglycerides to Total Lipids in Very Small VLDL percentage,0.3667921701228865,0,10264,0.3667921701228865,4,4,2,2,TRUE,TRUE
INHBC,fid_23562,Cholesteryl Esters in Large HDL,-0.3666471432907854,0,10349,0.3666471432907854,3,3,2,2,TRUE,TRUE
KITLG,fid_23646,Cholesteryl Esters to Total Lipids in Small HDL percentage,0.36664272240829754,0,10283,0.36664272240829754,4,4,2,2,TRUE,TRUE
APOM,fid_23449,Linoleic Acid,0.3664203207605093,0,10303,0.3664203207605093,1,1,2,2,TRUE,TRUE
CES1,fid_23431,Average Diameter for VLDL Particles,0.36621436945472785,0,10365,0.36621436945472785,4,3,2,2,FALSE,TRUE
PLA2G7,fid_23411,Total Phospholipids in Lipoprotein Particles,0.36614638819042056,0,10349,0.36614638819042056,1,1,2,2,TRUE,TRUE
CES1,fid_23424,Total Lipids in VLDL,0.3660366217264224,0,10365,0.3660366217264224,4,1,2,2,FALSE,TRUE
RARRES2,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.36600396273696606,0,10336,0.36600396273696606,4,2,2,2,FALSE,TRUE
FURIN,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.3659723614505953,0,10379,0.3659723614505953,4,2,2,2,FALSE,TRUE
APOM,fid_23572,Concentration of Small HDL Particles,0.365870080829738,0,10312,0.365870080829738,1,1,2,2,TRUE,TRUE
PLTP,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,-0.3658439682815496,0,10412,0.3658439682815496,3,6,2,2,FALSE,TRUE
RTN4R,fid_23433,Average Diameter for HDL Particles,-0.365695028655156,0,10438,0.365695028655156,3,3,2,2,TRUE,TRUE
F7,fid_23543,Triglycerides in Medium LDL,0.36568463950410424,0,10318,0.36568463950410424,1,2,2,2,FALSE,TRUE
PON3,fid_23422,Free Cholesterol in HDL,0.3653924433464788,0,10351,0.3653924433464788,4,3,2,2,FALSE,TRUE
NPY,fid_23503,Total Lipids in Medium VLDL,0.3653387689339051,0,10438,0.3653387689339051,1,1,2,2,TRUE,TRUE
RTN4R,fid_23558,Concentration of Large HDL Particles,-0.3653380724554026,0,10438,0.3653380724554026,3,3,2,2,TRUE,TRUE
RARRES2,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.365255847911544,0,10345,0.365255847911544,4,2,2,2,FALSE,TRUE
FGFBP1,fid_23449,Linoleic Acid,0.365253767316232,0,10370,0.365253767316232,1,1,2,2,TRUE,TRUE
FURIN,fid_23522,Triglycerides in Very Small VLDL,0.3651948777961147,0,10379,0.3651948777961147,4,2,2,2,FALSE,TRUE
MFGE8,fid_23509,Concentration of Small VLDL Particles,0.3651516742180961,0,10349,0.3651516742180961,4,1,2,2,FALSE,TRUE
IGFBP1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,0.36492728280467296,0,10410,0.36492728280467296,4,6,2,2,FALSE,TRUE
FURIN,fid_23508,Triglycerides in Medium VLDL,0.36479148688098695,0,10379,0.36479148688098695,4,1,2,2,FALSE,TRUE
NPY,fid_23624,Phospholipids to Total Lipids in Small LDL percentage,-0.3638897427716512,0,10438,0.3638897427716512,1,1,2,2,TRUE,TRUE
RARRES2,fid_23484,Cholesterol in Chylomicrons and Extremely Large VLDL,0.3650100079891993,1.138e-304,10345,0.3650100079891993,4,2,2,2,FALSE,TRUE
INHBC,fid_23553,Phospholipids in Very Large HDL,-0.36487918728239693,1.138e-304,10349,0.36487918728239693,3,3,2,2,TRUE,TRUE
IGFBP1,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,0.3638783247027163,1.138e-304,10410,0.3638783247027163,4,6,2,2,FALSE,TRUE
JAM2,fid_23478,Creatinine,0.3714398642846061,1.7040000000000001e-304,9954,0.3714398642846061,6,6,4,4,TRUE,TRUE
F9,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.36556097646349417,1.7040000000000001e-304,10303,0.36556097646349417,3,6,2,2,FALSE,TRUE
TTR,fid_23574,Phospholipids in Small HDL,0.3739234234172295,2.2687e-303,9810,0.3739234234172295,1,1,2,2,TRUE,TRUE
TFPI,fid_23507,Free Cholesterol in Medium VLDL,0.3663311129231074,2.2687e-303,10254,0.3663311129231074,1,1,2,2,TRUE,TRUE
LPL,fid_23431,Average Diameter for VLDL Particles,-0.3657023892119115,3.3977e-303,10283,0.3657023892119115,2,3,2,2,FALSE,TRUE
RTN4R,fid_23554,Cholesterol in Very Large HDL,-0.363176075802664,3.3977e-303,10438,0.363176075802664,3,3,2,2,TRUE,TRUE
TFPI,fid_23405,LDL Cholesterol,0.3661295054574938,4.523e-304,10254,0.3661295054574938,1,1,2,2,TRUE,TRUE
GUSB,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.3641794991159867,4.523e-304,10374,0.3641794991159867,2,6,2,2,FALSE,TRUE
INHBC,fid_23561,Cholesterol in Large HDL,-0.3645055975992299,5.6496000000000004e-303,10349,0.3645055975992299,3,3,2,2,TRUE,TRUE
RARRES2,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.36452191554698055,7.903e-304,10345,0.36452191554698055,4,4,2,2,TRUE,TRUE
LDLR,fid_23551,Concentration of Very Large HDL Particles,-0.3645840288509803,9.025e-304,10338,0.3645840288509803,1,3,2,2,FALSE,TRUE
FURIN,fid_23562,Cholesteryl Esters in Large HDL,-0.3639100483192879,9.582e-304,10379,0.3639100483192879,4,3,2,2,FALSE,TRUE
FGFBP1,fid_23625,Cholesterol to Total Lipids in Small LDL percentage,0.3638751282574554,1.1255e-303,10379,0.3638751282574554,1,1,2,2,TRUE,TRUE
RTN4R,fid_23563,Free Cholesterol in Large HDL,-0.3629204309142889,1.1255e-303,10438,0.3629204309142889,3,3,2,2,TRUE,TRUE
UPB1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.37154830114209586,1.5182e-303,9919,0.37154830114209586,4,6,2,2,FALSE,TRUE
INHBC,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.36435570497500785,2.0227e-303,10341,0.36435570497500785,3,6,2,2,FALSE,TRUE
RGMB,fid_23478,Creatinine,0.37078849963190047,2.91943e-302,9954,0.37078849963190047,6,6,4,4,TRUE,TRUE
ACY1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.36534041031416425,3.42205e-302,10274,0.36534041031416425,4,6,2,2,FALSE,TRUE
APOC1,fid_23418,Cholesteryl Esters in HDL,0.3717996867697489,3.81177e-302,9892,0.3717996867697489,1,3,2,2,FALSE,TRUE
PON3,fid_23602,Free Cholesterol to Total Lipids in Small VLDL percentage,0.3639165800024186,6.72137e-302,10351,0.3639165800024186,4,4,2,2,TRUE,TRUE
LCAT,fid_23578,Triglycerides in Small HDL,0.37144935758591024,7.05195e-302,9904,0.37144935758591024,1,2,2,2,FALSE,TRUE
SIT1,fid_23563,Free Cholesterol in Large HDL,-0.3669199763637643,8.165e-304,10167,0.3669199763637643,3,3,2,2,TRUE,TRUE
CES1,fid_23529,Triglycerides in IDL,0.3636161208046731,9.16447e-302,10365,0.3636161208046731,4,2,2,2,FALSE,TRUE
ADH4,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.3672085676089597,1.08325e-302,10146,0.3672085676089597,2,6,2,2,FALSE,TRUE
IL1RN,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.3657609874490894,1.20516e-302,10231,0.3657609874490894,3,6,2,2,FALSE,TRUE
F7,fid_23407,Total Triglycerides,0.3642667058078639,1.53873e-302,10318,0.3642667058078639,1,2,2,2,FALSE,TRUE
RARRES2,fid_23543,Triglycerides in Medium LDL,0.3637986165969361,1.7158e-303,10345,0.3637986165969361,4,2,2,2,FALSE,TRUE
NPY,fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,0.36228063950023376,1.759007e-301,10438,0.36228063950023376,1,1,2,2,TRUE,TRUE
PAG1,fid_23561,Cholesterol in Large HDL,-0.3670460436919089,2.169245e-301,10146,0.3670460436919089,3,3,2,2,TRUE,TRUE
PRSS8,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,-0.365923867892649,2.334307e-301,10212,0.365923867892649,4,2,2,2,FALSE,TRUE
ASGR1,fid_23605,Cholesterol to Total Lipids in Very Small VLDL percentage,-0.3649816198943686,3.276614e-301,10264,0.3649816198943686,4,4,2,2,TRUE,TRUE
AGRP,fid_23645,Cholesterol to Total Lipids in Small HDL percentage,-0.36222959641856584,3.335126e-301,10432,0.36222959641856584,1,4,2,2,FALSE,TRUE
HHEX,fid_23407,Total Triglycerides,0.3710700725016746,3.7817e-303,9903,0.3710700725016746,2,2,2,2,TRUE,TRUE
INHBC,fid_23555,Cholesteryl Esters in Very Large HDL,-0.3634953727624213,4.7927430000000004e-301,10349,0.3634953727624213,3,3,2,2,TRUE,TRUE
CES1,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,0.36323032261075894,4.866566e-301,10365,0.36323032261075894,4,6,2,2,FALSE,TRUE
PLA2G7,fid_23446,Polyunsaturated Fatty Acids,0.36355753742379415,6.450570000000001e-302,10341,0.36355753742379415,1,1,2,2,TRUE,TRUE
IGSF9,fid_23638,Triglycerides to Total Lipids in Large HDL percentage,0.3706589794037768,6.65567e-302,9919,0.3706589794037768,4,6,2,2,FALSE,TRUE
TFPI,fid_23511,Phospholipids in Small VLDL,0.36497212021407704,6.94884e-302,10254,0.36497212021407704,1,1,2,2,TRUE,TRUE
CCN1,fid_23431,Average Diameter for VLDL Particles,0.3641760135348775,8.13572e-302,10300,0.3641760135348775,1,3,2,2,FALSE,TRUE
GHR,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.3750100442379159,1.0026726e-300,9667,0.3750100442379159,1,6,2,2,FALSE,TRUE
RARRES2,fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,-0.3632961331952372,1.501203e-301,10345,0.3632961331952372,4,6,2,2,FALSE,TRUE
GCG,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.3668218177435572,2.570576e-301,10125,0.3668218177435572,4,4,2,2,TRUE,TRUE
SSC5D,fid_23480,Glycoprotein Acetyls,0.3631134538171624,3.305957e-301,10345,0.3631134538171624,1,5,2,2,FALSE,TRUE
FURIN,fid_23447,Monounsaturated Fatty Acids,0.3626671007076144,3.902753e-301,10370,0.3626671007076144,4,2,2,2,FALSE,TRUE
APOA1,fid_23433,Average Diameter for HDL Particles,0.3703471895721984,4.508527e-301,9911,0.3703471895721984,3,3,2,2,TRUE,TRUE
IGSF9,fid_23587,Free Cholesterol to Total Lipids in Very Large VLDL percentage,-0.3716972263387741,4.704372e-301,9833,0.3716972263387741,4,4,2,2,TRUE,TRUE
AGRP,fid_23503,Total Lipids in Medium VLDL,0.3615786885582997,5.5801577000000003e-300,10432,0.3615786885582997,1,1,2,2,TRUE,TRUE
LCAT,fid_23408,Triglycerides in VLDL,0.3704102869608382,5.7655687e-300,9904,0.3704102869608382,1,2,2,2,FALSE,TRUE
GCG,fid_23466,Leucine,0.36653324939452486,1.01891445e-299,10123,0.36653324939452486,4,4,2,2,TRUE,TRUE
HHEX,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.37043773126302265,1.0721055500000001e-299,9894,0.37043773126302265,2,6,2,2,FALSE,TRUE
RARRES2,fid_23496,Total Lipids in Large VLDL,0.3628392495018182,1.07626717e-299,10345,0.3628392495018182,4,2,2,2,FALSE,TRUE
SMOC1,fid_23435,Triglycerides to Phosphoglycerides ratio,0.3614016948533383,1.37842665e-299,10430,0.3614016948533383,1,6,2,2,FALSE,TRUE
F7,fid_23515,Triglycerides in Small VLDL,0.3632101350980337,1.4596198e-300,10318,0.3632101350980337,1,2,2,2,FALSE,TRUE
MAMDC4,fid_23572,Concentration of Small HDL Particles,0.3706482369442533,1.53512397e-299,9877,0.3706482369442533,4,1,2,2,FALSE,TRUE
LPL,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,-0.3637363502006935,1.79851683e-299,10283,0.3637363502006935,2,2,2,2,TRUE,TRUE
IL18R1,fid_23480,Glycoprotein Acetyls,0.3612589117233526,2.2192418e-300,10432,0.3612589117233526,6,5,2,2,FALSE,TRUE
TFPI,fid_23512,Cholesterol in Small VLDL,0.3641143557124576,2.7675424e-300,10254,0.3641143557124576,1,1,2,2,TRUE,TRUE
GHR,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.3740532529592574,2.8268139e-300,9676,0.3740532529592574,1,6,2,2,FALSE,TRUE
PON3,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,-0.3625099403156577,2.9088272e-300,10351,0.3625099403156577,4,6,2,2,FALSE,TRUE
FGFBP1,fid_23511,Phospholipids in Small VLDL,0.362052915040436,2.92173096e-299,10379,0.362052915040436,1,1,2,2,TRUE,TRUE
INHBC,fid_23435,Triglycerides to Phosphoglycerides ratio,0.362607675055891,3.85392834e-299,10341,0.362607675055891,3,6,2,2,FALSE,TRUE
GHR,fid_23433,Average Diameter for HDL Particles,-0.3739652409934482,4.08201923e-299,9676,0.3739652409934482,1,3,2,2,FALSE,TRUE
NPY,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.3610116045986747,4.24001535e-299,10438,0.3610116045986747,1,6,2,2,FALSE,TRUE
